epoch,train_acc,test_acc
0,0.091840,0.090500
epoch,train_acc,test_acc
0,0.091840,0.090500
epoch,train_acc,test_acc
0,0.091840,0.090500
1,0.298940,0.299100
epoch,train_acc,test_acc
0,0.091840,0.090500
epoch,train_acc,test_acc
0,0.091840,0.090500
epoch,train_acc,test_acc
0,0.091840,0.090500
